time,close
2002-11-12,120.20999908
2002-11-13,122.87999725
2002-11-14,130.28999329
2002-11-15,132.3500061
2002-11-18,129.13999939
2002-11-19,126.48999786
2002-11-20,125.87000275
2002-11-21,127.01999664
2002-11-22,126.26999664
2002-11-25,120.83999634
2002-11-26,120.80999756
2002-11-27,128.30999756
2002-11-29,127.51999664
2002-12-02,127.51999664
2002-12-03,130.63999939
2002-12-04,131.05999756
2002-12-05,130.44000244
2002-12-06,128.46000671
2002-12-09,122.95999908
2002-12-10,115.58999634
2002-12-11,118.33000183
2002-12-12,117.16000366
2002-12-13,116.20999908
2002-12-16,120.33000183
2002-12-17,119.83000183
2002-12-18,118.62999725
2002-12-19,124.06999969
2002-12-20,125.25
2002-12-23,124.77999878
2002-12-24,121.25
2002-12-26,118.61000061
2002-12-27,123.87000275
2002-12-30,123.72000122
2002-12-31,123.88999939
2003-01-02,130.86999512
2003-01-06,124.83000183
2003-01-07,117.52999878
2003-01-08,119.41999817
2003-01-09,125.08000183
2003-01-10,120.01999664
2003-01-13,119.79000092
2003-01-14,114.16000366
2003-01-15,115.34999847
2003-01-16,115.15000153
2003-01-17,116.01999664
2003-01-21,114.80000305
2003-01-22,109.94000244
2003-01-23,107.73000336
2003-01-24,109.41000366
2003-01-27,117.73000336
2003-01-28,116.88999939
2003-01-29,114.48999786
2003-01-30,115.62000275
2003-01-31,110.88999939
2003-02-03,109.12000275
2003-02-04,112.05999756
2003-02-05,122.12999725
2003-02-06,117.22000122
2003-02-07,115.48999786
2003-02-10,114.06999969
2003-02-11,112.31999969
2003-02-12,113.13999939
2003-02-13,116.33999634
2003-02-18,115.77999878
2003-02-19,107.12999725
2003-02-20,109.16999817
2003-02-21,104.84999847
2003-02-24,104.05000305
2003-02-25,103.09999847
2003-02-26,114.16000366
2003-02-27,103.80000305
2003-02-28,105.36000061
2003-03-03,101.76000214
2003-03-04,100.94000244
2003-03-05,103.15000153
2003-03-06,102.83999634
2003-03-07,104.59999847
2003-03-10,105.98000336
2003-03-11,104.27999878
2003-03-12,104.33000183
2003-03-13,110.98999786
2003-03-14,110.34999847
2003-03-17,118.37000275
2003-03-18,124.87999725
2003-03-19,130.27999878
2003-03-20,125.83000183
2003-03-21,124.18000031
2003-03-24,119.97000122
2003-03-25,116.44999695
2003-03-26,116.30000305
2003-03-27,115.05999756
2003-03-28,114.5
2003-03-31,112.08999634
2003-04-01,109.66000366
2003-04-02,116.79000092
2003-04-03,115.94000244
2003-04-04,114.37000275
2003-04-07,113.48000336
2003-04-08,110.08000183
2003-04-09,105.87999725
2003-04-10,103.56999969
2003-04-11,103.66000366
2003-04-14,102.72000122
2003-04-15,98.56999969
2003-04-16,96.02999878
2003-04-17,96.19999695
2003-04-21,95.80000305
2003-04-22,98.56999969
2003-04-23,95.79000092
2003-04-24,92.43000031
2003-04-25,91.66000366
2003-04-28,91.05999756
2003-04-29,90.63999939
2003-04-30,89.26999664
2003-05-01,89.66999817
2003-05-02,90.66999817
2003-05-05,88.06999969
2003-05-06,84.73000336
2003-05-07,86.37000275
2003-05-08,85.29000092
2003-05-09,82.55999756
2003-05-12,83.20999908
2003-05-13,84.97000122
2003-05-14,88.91999817
2003-05-15,94.38999939
2003-05-16,94.63999939
2003-05-19,97.87999725
2003-05-20,104.38999939
2003-05-21,108.54000092
2003-05-22,102.77999878
2003-05-23,99.52999878
2003-05-27,99.61000061
2003-05-28,100.34999847
2003-05-29,99.43000031
2003-05-30,99.80999756
2003-06-02,101.65000153
2003-06-04,105.18000031
2003-06-05,108.37999725
2003-06-06,103.34999847
2003-06-09,103.06999969
2003-06-11,104.69999695
2003-06-12,101.58000183
2003-06-13,103.18000031
2003-06-16,101.59999847
2003-06-17,105.34999847
2003-06-18,111.45999908
2003-06-19,113.38999939
2003-06-23,108.44999695
2003-06-24,105.66000366
2003-06-25,106.08999634
2003-06-26,106.59999847
2003-06-27,108.19000244
2003-06-30,103.59999847
2003-07-01,100.55999756
2003-07-02,106.09999847
2003-07-03,107.51000214
2003-07-07,104.87999725
2003-07-09,101.98000336
2003-07-10,103.08999634
2003-07-11,98.87000275
2003-07-14,99.30000305
2003-07-15,106.41999817
2003-07-16,109.88999939
2003-07-17,110.05999756
2003-07-18,104.91999817
2003-07-21,114.73999786
2003-07-22,120.5
2003-07-23,117.19999695
2003-07-24,115.12000275
2003-07-25,115.93000031
2003-07-28,126.36000061
2003-07-29,141.44000244
2003-07-30,146.99000549
2003-07-31,160.86000061
2003-08-01,157.22000122
2003-08-04,145.71000671
2003-08-05,144.5
2003-08-06,144.38000488
2003-08-07,129.1499939
2003-08-08,130.96000671
2003-08-11,139.83000183
2003-08-12,131.66999817
2003-08-13,144.75
2003-08-14,147.38999939
2003-08-15,140.58999634
2003-08-18,132.00999451
2003-08-19,124.12000275
2003-08-20,128.32000732
2003-08-22,135.08999634
2003-08-25,132.78999329
2003-08-26,130.80000305
2003-08-27,127.72000122
2003-08-28,128.72999573
2003-08-29,126.55000305
2003-09-02,135.6000061
2003-09-03,134.08999634
2003-09-04,127.77999878
2003-09-05,124.73000336
2003-09-08,120.08999634
2003-09-09,125.55999756
2003-09-10,118.76000214
2003-09-11,120.41000366
2003-09-12,120.87000275
2003-09-15,119.27999878
2003-09-16,118.69999695
2003-09-17,117.81999969
2003-09-18,116.88999939
2003-09-19,112.40000153
2003-09-22,115.5
2003-09-23,115.19999695
2003-09-24,115
2003-09-25,112.69999695
2003-09-26,113.5
2003-09-29,115.43000031
2003-09-30,116.69000244
2003-10-01,118.23999786
2003-10-02,122.66000366
2003-10-03,124.80000305
2003-10-06,121.59999847
2003-10-07,119.16000366
2003-10-08,121.69999695
2003-10-09,120.16000366
2003-10-10,118.26999664
2003-10-13,118.26999664
2003-10-14,118.15000153
2003-10-15,122.29000092
2003-10-16,127.37999725
2003-10-17,125.55000305
2003-10-20,124.41000366
2003-10-21,117.66000366
2003-10-22,118.16999817
2003-10-23,120.09999847
2003-10-24,119.55999756
2003-10-27,118.19999695
2003-10-28,116.51999664
2003-10-29,111.83999634
2003-10-30,119.01999664
2003-10-31,118.76000214
2003-11-04,116.23000336
2003-11-05,119.45999908
2003-11-06,123.87999725
2003-11-07,120.56999969
2003-11-10,117.81999969
2003-11-12,115.80999756
2003-11-13,113.68000031
2003-11-14,114.25
2003-11-17,113.98000336
2003-11-18,114.09999847
2003-11-19,114.84999847
2003-11-20,114.84999847
2003-11-21,114.44000244
2003-11-24,109.97000122
2003-11-25,106.73000336
2003-11-26,104.84999847
2003-11-28,104.91000366
2003-12-01,113.13999939
2003-12-02,116.52999878
2003-12-03,117.87999725
2003-12-04,120.18000031
2003-12-05,116.41999817
2003-12-08,113.76000214
2003-12-09,115.27999878
2003-12-10,112.91000366
2003-12-11,109.19999695
2003-12-12,111.05000305
2003-12-15,111.01000214
2003-12-16,110.05000305
2003-12-17,109.58000183
2003-12-18,107.11000061
2003-12-19,109.23000336
2003-12-22,114.08999634
2003-12-23,115.27999878
2003-12-24,116.23000336
2003-12-26,116.23000336
2003-12-29,116.47000122
2003-12-30,116.54000092
2003-12-31,117.91000366
2004-01-02,118.01000214
2004-01-05,113.83999634
2004-01-06,108.76999664
2004-01-07,110.91000366
2004-01-08,109.70999908
2004-01-09,102.81999969
2004-01-12,100.20999908
2004-01-13,97.54000092
2004-01-14,100.83000183
2004-01-15,103.63999939
2004-01-16,104.52999878
2004-01-20,102.73000336
2004-01-21,103.43000031
2004-01-22,105.73000336
2004-01-23,112.22000122
2004-01-26,114.44000244
2004-01-27,111.59999847
2004-01-28,116.52999878
2004-01-29,124.93000031
2004-01-30,116.75
2004-02-02,116.20999908
2004-02-03,116.40000153
2004-02-04,120.70999908
2004-02-05,125.73000336
2004-02-06,115.11000061
2004-02-09,107.43000031
2004-02-10,107.41999817
2004-02-11,95.62000275
2004-02-12,96.33999634
2004-02-13,96.33000183
2004-02-17,93.61000061
2004-02-18,92.62999725
2004-02-19,91.65000153
2004-02-20,92.83000183
2004-02-23,91.04000092
2004-02-24,90.94000244
2004-02-25,92.36000061
2004-02-26,93.19999695
2004-02-27,90.13999939
2004-03-01,90.13999939
2004-03-02,96.08000183
2004-03-03,104.37000275
2004-03-04,100.23000336
2004-03-05,92.30000305
2004-03-08,91.58000183
2004-03-09,93.30000305
2004-03-10,95.48999786
2004-03-11,99.84999847
2004-03-12,97.75
2004-03-15,96.41000366
2004-03-16,95.01999664
2004-03-17,96.31999969
2004-03-18,97.59999847
2004-03-19,97.59999847
2004-03-22,97.59999847
2004-03-23,96.69999695
2004-03-24,96.69999695
2004-03-25,97.40000153
2004-03-26,105.30000305
2004-03-29,101.73999786
2004-03-30,102
2004-03-31,105.91999817
2004-04-01,112.40000153
2004-04-02,112.16000366
2004-04-05,115.95999908
2004-04-06,103.08000183
2004-04-07,117.33999634
2004-04-08,115.5
2004-04-12,112.13999939
2004-04-13,113.12000275
2004-04-14,115.30000305
2004-04-15,117.56999969
2004-04-16,117.45999908
2004-04-19,115.08999634
2004-04-20,118.34999847
2004-04-21,117.79000092
2004-04-22,113.13999939
2004-04-23,114.68000031
2004-04-26,114.20999908
2004-04-27,119.97000122
2004-04-28,120.23999786
2004-04-29,121.55000305
2004-04-30,122.93000031
2004-05-03,123.05999756
2004-05-04,119.98000336
2004-05-05,132.99000549
2004-05-06,137.80999756
2004-05-07,122.88999939
2004-05-10,109.75
2004-05-11,106.33000183
2004-05-12,108.80000305
2004-05-13,114.52999878
2004-05-14,114.52999878
2004-05-17,112.43000031
2004-05-18,109.95999908
2004-05-19,109.48999786
2004-05-20,108.29000092
2004-05-21,107.76999664
2004-05-24,103.09999847
2004-05-25,103.58999634
2004-05-26,107.18000031
2004-05-27,104.77999878
2004-05-28,106.12000275
2004-06-01,108.70999908
2004-06-02,121.5
2004-06-03,116.66000366
2004-06-04,102.33000183
2004-06-07,96.01999664
2004-06-08,97.12000275
2004-06-09,97.68000031
2004-06-10,98.70999908
2004-06-14,103.86000061
2004-06-15,101.09999847
2004-06-16,101.79000092
2004-06-17,101.33000183
2004-06-18,99.12000275
2004-06-21,97.36000061
2004-06-22,100.36000061
2004-06-23,101.36000061
2004-06-24,103.76999664
2004-06-25,100.94999695
2004-06-28,102.02999878
2004-06-29,99.95999908
2004-06-30,93.91000366
2004-07-01,99.72000122
2004-07-02,94.70999908
2004-07-06,91.12999725
2004-07-07,95.04000092
